id,name,file,offset,containing_class_id,target_ids
0,com.google.devtools.build.lib.vfs.inmemoryfs.InMemoryFileSystem.leadingParentReferences,src/main/java/com/google/devtools/build/lib/vfs/inmemoryfs/InMemoryFileSystem.java,3718,81,176
1,com.google.devtools.build.lib.vfs.inmemoryfs.InMemoryFileSystem.isRootDirectory,src/main/java/com/google/devtools/build/lib/vfs/inmemoryfs/InMemoryFileSystem.java,27952,81,192
2,com.google.devtools.build.lib.exec.TestStrategy.recreateDirectory,src/main/java/com/google/devtools/build/lib/exec/TestStrategy.java,4459,9,192
3,com.google.devtools.build.lib.exec.SpawnInputExpander.addMapping,src/main/java/com/google/devtools/build/lib/exec/SpawnInputExpander.java,4620,101,176
4,com.google.devtools.build.lib.exec.StandaloneTestStrategy.renameOutputs,src/main/java/com/google/devtools/build/lib/exec/StandaloneTestStrategy.java,6413,119,17
5,com.google.devtools.build.lib.util.Fingerprint.addPath,src/main/java/com/google/devtools/build/lib/util/Fingerprint.java,6493,30,192
6,com.google.devtools.build.lib.util.DependencySet.read,src/main/java/com/google/devtools/build/lib/util/DependencySet.java,3510,197,192
7,com.google.devtools.build.lib.bazel.rules.java.BazelJavaSemantics.isJavaBinaryOrJavaTest,src/main/java/com/google/devtools/build/lib/bazel/rules/java/BazelJavaSemantics.java,5881,150,23
8,com.google.devtools.build.lib.bazel.rules.java.BazelJavaSemantics.useLegacyJavaTest,src/main/java/com/google/devtools/build/lib/bazel/rules/java/BazelJavaSemantics.java,32905,150,23
9,com.google.devtools.build.lib.bazel.rules.BazelPrerequisiteValidator.validateDirectPrerequisiteVisibility,src/main/java/com/google/devtools/build/lib/bazel/rules/BazelPrerequisiteValidator.java,2229,55,73
10,com.google.devtools.build.lib.bazel.commands.SyncCommand.resolveBind,src/main/java/com/google/devtools/build/lib/bazel/commands/SyncCommand.java,9957,139,53
11,com.google.devtools.build.lib.bazel.repository.cache.RepositoryCache.put,src/main/java/com/google/devtools/build/lib/bazel/repository/cache/RepositoryCache.java,6544,147,192
12,com.google.devtools.build.lib.bazel.repository.skylark.SkylarkRepositoryContext.makeDirectories,src/main/java/com/google/devtools/build/lib/bazel/repository/skylark/SkylarkRepositoryContext.java,12560,198,192
13,com.google.devtools.build.lib.bazel.repository.skylark.SkylarkRepositoryContext.calculateSha256,src/main/java/com/google/devtools/build/lib/bazel/repository/skylark/SkylarkRepositoryContext.java,24100,198,192
14,com.google.devtools.build.lib.bazel.repository.downloader.HttpDownloader.getDownloadDestination,src/main/java/com/google/devtools/build/lib/bazel/repository/downloader/HttpDownloader.java,9145,103,192
15,com.google.devtools.build.lib.bazel.repository.MavenDownloader.retrieveSha1,src/main/java/com/google/devtools/build/lib/bazel/repository/MavenDownloader.java,6179,177,116
16,com.google.devtools.build.lib.bazel.repository.MavenDownloader.getDownloadDestination,src/main/java/com/google/devtools/build/lib/bazel/repository/MavenDownloader.java,6636,177,192
17,com.google.devtools.build.lib.bazel.repository.MavenJarFunction.createDirectory,src/main/java/com/google/devtools/build/lib/bazel/repository/MavenJarFunction.java,5289,49,192
18,com.google.devtools.build.lib.bazel.repository.MavenJarFunction.getDescriptorBuilder,src/main/java/com/google/devtools/build/lib/bazel/repository/MavenJarFunction.java,6881,49,192
19,com.google.devtools.build.lib.rules.cpp.CcImport.performErrorChecks,src/main/java/com/google/devtools/build/lib/rules/cpp/CcImport.java,8272,180,23 189
20,com.google.devtools.build.lib.rules.cpp.CcModule.validateLanguage,src/main/java/com/google/devtools/build/lib/rules/cpp/CcModule.java,61334,32,41
21,com.google.devtools.build.lib.rules.cpp.CcModule.getCallerLabel,src/main/java/com/google/devtools/build/lib/rules/cpp/CcModule.java,61950,32,41 107
22,com.google.devtools.build.lib.rules.cpp.CcModule.validateExtensions,src/main/java/com/google/devtools/build/lib/rules/cpp/CcModule.java,70779,32,41 137
23,com.google.devtools.build.lib.rules.cpp.CppBuildInfo.getHeader,src/main/java/com/google/devtools/build/lib/rules/cpp/CppBuildInfo.java,3213,195,176 196 69
24,com.google.devtools.build.lib.rules.cpp.CppLinkAction.createSpawn,src/main/java/com/google/devtools/build/lib/rules/cpp/CppLinkAction.java,11932,168,17
25,com.google.devtools.build.lib.rules.cpp.CcToolchainSuite.selectCcToolchain,src/main/java/com/google/devtools/build/lib/rules/cpp/CcToolchainSuite.java,4701,117,23 135
26,com.google.devtools.build.lib.rules.cpp.CppCompileAction.getPermittedSystemIncludePrefixes,src/main/java/com/google/devtools/build/lib/rules/cpp/CppCompileAction.java,59211,28,192
27,com.google.devtools.build.lib.rules.cpp.CppCompileAction.ensureCoverageNotesFilesExist,src/main/java/com/google/devtools/build/lib/rules/cpp/CppCompileAction.java,59583,28,17
28,com.google.devtools.build.lib.rules.cpp.CompileCommandLine.getArguments,src/main/java/com/google/devtools/build/lib/rules/cpp/CompileCommandLine.java,3589,25,176 62
29,com.google.devtools.build.lib.rules.cpp.CcToolchainProvider.usePicForDynamicLibraries,src/main/java/com/google/devtools/build/lib/rules/cpp/CcToolchainProvider.java,11758,124,133
30,com.google.devtools.build.lib.rules.cpp.CcToolchainProvider.shouldCreatePerObjectDebugInfo,src/main/java/com/google/devtools/build/lib/rules/cpp/CcToolchainProvider.java,12569,124,133
31,com.google.devtools.build.lib.rules.cpp.CcToolchainProvider.shouldProcessHeaders,src/main/java/com/google/devtools/build/lib/rules/cpp/CcToolchainProvider.java,13192,124,133
32,com.google.devtools.build.lib.rules.cpp.UmbrellaHeaderAction.appendHeader,src/main/java/com/google/devtools/build/lib/rules/cpp/UmbrellaHeaderAction.java,4004,91,176
33,com.google.devtools.build.lib.rules.cpp.ExtraLinkTimeLibraries.buildLibraries,src/main/java/com/google/devtools/build/lib/rules/cpp/ExtraLinkTimeLibraries.java,3819,60,23
34,com.google.devtools.build.lib.rules.java.JavaBinary.getDeployManifestLines,src/main/java/com/google/devtools/build/lib/rules/java/JavaBinary.java,25467,178,23
35,com.google.devtools.build.lib.rules.java.JavaBinary.addTimezoneResourceForJavaBinaries,src/main/java/com/google/devtools/build/lib/rules/java/JavaBinary.java,26137,178,23
36,com.google.devtools.build.lib.rules.java.JavaImport.collectTransitiveJavaSourceJars,src/main/java/com/google/devtools/build/lib/rules/java/JavaImport.java,7618,99,23 189
37,com.google.devtools.build.lib.rules.java.JavaImport.collectJars,src/main/java/com/google/devtools/build/lib/rules/java/JavaImport.java,8619,99,23
38,com.google.devtools.build.lib.rules.java.JavaToolchain.getJavacOpts,src/main/java/com/google/devtools/build/lib/rules/java/JavaToolchain.java,6719,120,23
39,com.google.devtools.build.lib.rules.java.JavaCompilationHelper.createGenJar,src/main/java/com/google/devtools/build/lib/rules/java/JavaCompilationHelper.java,16279,19,189
40,com.google.devtools.build.lib.rules.java.JavaCompilationHelper.createNativeHeaderJar,src/main/java/com/google/devtools/build/lib/rules/java/JavaCompilationHelper.java,16648,19,189
41,com.google.devtools.build.lib.rules.java.JavaCompilationHelper.createGensrcJar,src/main/java/com/google/devtools/build/lib/rules/java/JavaCompilationHelper.java,17003,19,189
42,com.google.devtools.build.lib.rules.java.JavaCompilationHelper.createManifestProtoOutput,src/main/java/com/google/devtools/build/lib/rules/java/JavaCompilationHelper.java,17640,19,189
43,com.google.devtools.build.lib.rules.java.JavaSkylarkApiProvider.checkLegacyJavaProviderFlag,src/main/java/com/google/devtools/build/lib/rules/java/JavaSkylarkApiProvider.java,6378,88,41 140
44,com.google.devtools.build.lib.rules.java.ClasspathConfiguredFragment.getRuntimeClasspathList,src/main/java/com/google/devtools/build/lib/rules/java/ClasspathConfiguredFragment.java,2386,163,56 21
45,com.google.devtools.build.lib.rules.objc.J2ObjcSource.toPrunedSource,src/main/java/com/google/devtools/build/lib/rules/objc/J2ObjcSource.java,3029,154,23
46,com.google.devtools.build.lib.rules.objc.AppleSkylarkCommon.createAppleBinaryOutputSkylarkStruct,src/main/java/com/google/devtools/build/lib/rules/objc/AppleSkylarkCommon.java,10251,10,161
47,com.google.devtools.build.lib.rules.objc.CompilationSupport.libraryNames,src/main/java/com/google/devtools/build/lib/rules/objc/CompilationSupport.java,66194,2,24
48,com.google.devtools.build.lib.rules.objc.ArtifactListAttribute.get,src/main/java/com/google/devtools/build/lib/rules/objc/ArtifactListAttribute.java,1132,22,23
49,com.google.devtools.build.lib.rules.objc.AppleCrosstoolTransition.determineSingleArchitecture,src/main/java/com/google/devtools/build/lib/rules/objc/AppleCrosstoolTransition.java,4906,74,92 70
50,com.google.devtools.build.lib.rules.extra.ActionListener.retrieveAndValidateExtraActions,src/main/java/com/google/devtools/build/lib/rules/extra/ActionListener.java,3060,108,23
51,com.google.devtools.build.lib.rules.config.ConfigSetting.constraintValuesMatch,src/main/java/com/google/devtools/build/lib/rules/config/ConfigSetting.java,7054,85,23
