id,name,file,offset
0,org.apache.cayenne.access.translator.ejbql.EJBQLJoinAppender,cayenne-server/src/main/java/org/apache/cayenne/access/translator/ejbql/EJBQLJoinAppender.java,1689
1,org.apache.cayenne.access.dbsync.CreateIfNoSchemaStrategy,cayenne-server/src/main/java/org/apache/cayenne/access/dbsync/CreateIfNoSchemaStrategy.java,1460
2,org.apache.cayenne.DataRow,cayenne-server/src/main/java/org/apache/cayenne/DataRow.java,1208
3,org.apache.cayenne.modeler.action.CreateCallbackMethodAction,modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/action/CreateCallbackMethodAction.java,1546
4,org.apache.cayenne.gen.ClassGenerationAction,cayenne-cgen/src/main/java/org/apache/cayenne/gen/ClassGenerationAction.java,1683
5,org.apache.cayenne.map.EmbeddableAttribute,cayenne-server/src/main/java/org/apache/cayenne/map/EmbeddableAttribute.java,1230
6,org.apache.cayenne.modeler.dialog.db.load.DbImportTreeNode,modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/db/load/DbImportTreeNode.java,1794
7,org.apache.cayenne.modeler.editor.dbimport.DbImportView,modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/editor/dbimport/DbImportView.java,1946
8,org.apache.cayenne.map.EmbeddedAttribute,cayenne-server/src/main/java/org/apache/cayenne/map/EmbeddedAttribute.java,1317
9,org.apache.cayenne.modeler.util.CayenneTable,modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/util/CayenneTable.java,1805
10,org.apache.cayenne.dba.hsqldb.HSQLTreeProcessor,cayenne-server/src/main/java/org/apache/cayenne/dba/hsqldb/HSQLTreeProcessor.java,1395
11,org.apache.cayenne.modeler.dialog.ConfirmRemoveDialog,modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/ConfirmRemoveDialog.java,1208
12,org.apache.cayenne.ashwood.AshwoodEntitySorter,cayenne-server/src/main/java/org/apache/cayenne/ashwood/AshwoodEntitySorter.java,2086
13,org.apache.cayenne.map.EntityInheritanceTree,cayenne-server/src/main/java/org/apache/cayenne/map/EntityInheritanceTree.java,1150
14,org.apache.cayenne.modeler.action.dbimport.AddPatternParamAction,modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/action/dbimport/AddPatternParamAction.java,1784
15,org.apache.cayenne.gen.CgenConfiguration,cayenne-cgen/src/main/java/org/apache/cayenne/gen/CgenConfiguration.java,1454
16,org.apache.cayenne.configuration.DefaultDataChannelDescriptorMerger,cayenne-server/src/main/java/org/apache/cayenne/configuration/DefaultDataChannelDescriptorMerger.java,1090
17,org.apache.cayenne.map.QueryDescriptor,cayenne-server/src/main/java/org/apache/cayenne/map/QueryDescriptor.java,1368
18,org.apache.cayenne.swing.BindingBase,modeler/cayenne-modeler/src/main/java/org/apache/cayenne/swing/BindingBase.java,1179
19,org.apache.cayenne.modeler.editor.validation.ObjAttributeWrapperValidator,modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/editor/validation/ObjAttributeWrapperValidator.java,1313
20,org.apache.cayenne.map.ObjAttribute,cayenne-server/src/main/java/org/apache/cayenne/map/ObjAttribute.java,1347
21,org.apache.cayenne.wocompat.parser.ParserTokenManager,modeler/cayenne-wocompat/src/main/java/org/apache/cayenne/wocompat/parser/ParserTokenManager.java,1071
22,org.apache.cayenne.gen.TemplateType,cayenne-cgen/src/main/java/org/apache/cayenne/gen/TemplateType.java,983
23,org.apache.cayenne.template.Context,cayenne-server/src/main/java/org/apache/cayenne/template/Context.java,1315
24,org.apache.cayenne.access.sqlbuilder.sqltree.Node,cayenne-server/src/main/java/org/apache/cayenne/access/sqlbuilder/sqltree/Node.java,1200
