id,name,file,offset,containing_class_id,target_ids
0,org.apache.hadoop.hbase.rest.client.Client.execute,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,8332,29,43
1,org.apache.hadoop.hbase.rest.client.Client.head,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,10821,29,43
2,org.apache.hadoop.hbase.rest.client.Client.get,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,12298,29,43
3,org.apache.hadoop.hbase.rest.client.Client.put,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,16308,29,43
4,org.apache.hadoop.hbase.rest.client.Client.put,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,16861,29,43
5,org.apache.hadoop.hbase.rest.client.Client.put,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,18010,29,43
6,org.apache.hadoop.hbase.rest.client.Client.post,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,19731,29,43
7,org.apache.hadoop.hbase.rest.client.Client.post,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,20287,29,43
8,org.apache.hadoop.hbase.rest.client.Client.post,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,21442,29,43
9,org.apache.hadoop.hbase.rest.client.Client.delete,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,22883,29,43
10,org.apache.hadoop.hbase.rest.client.Client.delete,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java,23518,29,43
11,org.apache.hadoop.hbase.rest.client.RemoteAdmin.getInputStream,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/RemoteAdmin.java,12781,37,67
12,org.apache.hadoop.hbase.rest.client.RemoteHTable.buildResultFromModel,hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/RemoteHTable.java,6372,38,27
13,org.apache.hadoop.hbase.backup.impl.BackupManager.getAncestors,hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/BackupManager.java,13483,63,14
14,org.apache.hadoop.hbase.backup.impl.BackupAdminImpl.finalizeDelete,hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/BackupAdminImpl.java,6598,47,35
15,org.apache.hadoop.hbase.backup.impl.BackupAdminImpl.isLastBackupSession,hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/BackupAdminImpl.java,14150,47,35
16,org.apache.hadoop.hbase.backup.impl.BackupAdminImpl.checkIfValidForMerge,hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/BackupAdminImpl.java,23211,47,35
17,org.apache.hadoop.hbase.backup.impl.TableBackupClient.addManifest,hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/TableBackupClient.java,10991,73,14 63
18,org.apache.hadoop.hbase.backup.impl.TableBackupClient.obtainBackupMetaDataStr,hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/TableBackupClient.java,13096,73,14
19,org.apache.hadoop.hbase.RegionLocations.remove,hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLocations.java,5067,54,86
20,org.apache.hadoop.hbase.io.hfile.HFileReaderImpl.validateBlockType,hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileReaderImpl.java,59817,8,80
21,org.apache.hadoop.hbase.util.HBaseFsck.fabricateTableInfo,hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java,58427,77,26
22,org.apache.hadoop.hbase.master.balancer.FavoredStochasticBalancer.getInheritedFNForDaughter,hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java,22129,39,72
23,org.apache.hadoop.hbase.master.procedure.ModifyTableProcedure.getRegionInfoList,hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ModifyTableProcedure.java,16757,65,6
24,org.apache.hadoop.hbase.master.procedure.CloneSnapshotProcedure.prepareClone,hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/CloneSnapshotProcedure.java,12925,83,6
25,org.apache.hadoop.hbase.master.procedure.CloneSnapshotProcedure.moveTempMobDirectoryToHBaseRoot,hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/CloneSnapshotProcedure.java,19300,83,57
26,org.apache.hadoop.hbase.master.procedure.RestoreSnapshotProcedure.deleteRegionsFromInMemoryStates,hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/RestoreSnapshotProcedure.java,19236,21,6
27,org.apache.hadoop.hbase.master.procedure.RestoreSnapshotProcedure.addRegionsToInMemoryStates,hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/RestoreSnapshotProcedure.java,20476,21,6
28,org.apache.hadoop.hbase.master.procedure.ReopenTableRegionsProcedure.canSchedule,hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ReopenTableRegionsProcedure.java,2747,2,6
29,org.apache.hadoop.hbase.master.assignment.RegionStates.createSnapshot,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionStates.java,18303,20,9
30,org.apache.hadoop.hbase.master.assignment.RegionStates.addRegionToServer,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionStates.java,28141,20,9
31,org.apache.hadoop.hbase.master.assignment.RegionStates.removeRegionFromServer,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionStates.java,29129,20,9
32,org.apache.hadoop.hbase.master.assignment.AssignmentManager.transitStateAndUpdate,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignmentManager.java,64558,10,9
33,org.apache.hadoop.hbase.master.assignment.AssignmentManager.regionFailedOpen,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignmentManager.java,66023,10,9
34,org.apache.hadoop.hbase.master.assignment.AssignmentManager.regionClosedAbnormally,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignmentManager.java,68735,10,9
35,org.apache.hadoop.hbase.master.assignment.RegionRemoteProcedureBase.persistAndWake,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java,7749,79,6 9
36,org.apache.hadoop.hbase.master.assignment.RegionRemoteProcedureBase.getParent,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java,11326,79,6
37,org.apache.hadoop.hbase.master.assignment.RegionTransitionProcedure.getRegionState,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionTransitionProcedure.java,3690,24,6
38,org.apache.hadoop.hbase.master.assignment.SplitTableRegionProcedure.getRegionReplication,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/SplitTableRegionProcedure.java,35846,52,6
