id,name,file,offset
0,com.taobao.atlas.dex.Dex,atlas-update/src/main/java/com/taobao/atlas/dex/Dex.java,1532
1,com.taobao.android.dx.rop.code.BasicBlock,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/rop/code/BasicBlock.java,840
2,com.taobao.android.dex.Dex,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Dex.java,1544
3,com.taobao.android.object.ApkFileList,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/object/ApkFileList.java,23991
4,com.taobao.android.builder.tools.bundleinfo.model.BasicBundleInfo,atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java,12257
5,com.taobao.android.dx.ssa.RegisterMapper,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/ssa/RegisterMapper.java,821
6,com.taobao.android.object.DexDiffInfo,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/object/DexDiffInfo.java,24765
7,com.taobao.android.dx.ssa.InterferenceRegisterMapper,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/ssa/InterferenceRegisterMapper.java,938
8,com.taobao.android.builder.tools.proguard.dump.ClazzRefInfoContainer,atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/proguard/dump/ClazzRefInfoContainer.java,12322
9,com.taobao.android.builder.tasks.app.LogDependenciesTask,atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tasks/app/LogDependenciesTask.java,13179
10,com.taobao.android.builder.dependency.ap.ApDependency,atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/dependency/ap/ApDependency.java,1270
11,com.taobao.android.dx.rop.cst.Constant,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/rop/cst/Constant.java,705
12,com.example.android.unsplash.MainActivity,atlas-demo/multi-feature-module/main/src/main/java/com/example/android/unsplash/MainActivity.java,1816
13,com.taobao.android.differ.dex.BundleDiffResult,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/differ/dex/BundleDiffResult.java,165
14,com.taobao.android.builder.tools.proguard.dump.KeepConverter,atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/proguard/dump/KeepConverter.java,12322
15,com.taobao.android.dx.util.IntList,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/util/IntList.java,684
16,com.android.build.gradle.internal.api.AppVariantOutputContext,atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/build/gradle/internal/api/AppVariantOutputContext.java,13408
17,com.taobao.android.dx.ssa.back.SsaToRop,atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/ssa/back/SsaToRop.java,1527
